694009	Coronaviridae	Betacoronavirus	Severe acute respiratory syndrome-related coronavirus	None	2000	0
694009	Coronaviridae	Betacoronavirus	Severe acute respiratory syndrome-related coronavirus	None	2001	0
694009	Coronaviridae	Betacoronavirus	Severe acute respiratory syndrome-related coronavirus	None	2002	0
694009	Coronaviridae	Betacoronavirus	Severe acute respiratory syndrome-related coronavirus	None	2003	80
694009	Coronaviridae	Betacoronavirus	Severe acute respiratory syndrome-related coronavirus	None	2004	424
694009	Coronaviridae	Betacoronavirus	Severe acute respiratory syndrome-related coronavirus	None	2005	530
694009	Coronaviridae	Betacoronavirus	Severe acute respiratory syndrome-related coronavirus	None	2006	662
694009	Coronaviridae	Betacoronavirus	Severe acute respiratory syndrome-related coronavirus	None	2007	789
694009	Coronaviridae	Betacoronavirus	Severe acute respiratory syndrome-related coronavirus	None	2008	921
694009	Coronaviridae	Betacoronavirus	Severe acute respiratory syndrome-related coronavirus	None	2009	985
694009	Coronaviridae	Betacoronavirus	Severe acute respiratory syndrome-related coronavirus	None	2010	1066
694009	Coronaviridae	Betacoronavirus	Severe acute respiratory syndrome-related coronavirus	None	2011	1118
694009	Coronaviridae	Betacoronavirus	Severe acute respiratory syndrome-related coronavirus	None	2012	1154
694009	Coronaviridae	Betacoronavirus	Severe acute respiratory syndrome-related coronavirus	None	2013	1230
694009	Coronaviridae	Betacoronavirus	Severe acute respiratory syndrome-related coronavirus	None	2014	1272
694009	Coronaviridae	Betacoronavirus	Severe acute respiratory syndrome-related coronavirus	None	2015	1280
694009	Coronaviridae	Betacoronavirus	Severe acute respiratory syndrome-related coronavirus	None	2016	1282
694009	Coronaviridae	Betacoronavirus	Severe acute respiratory syndrome-related coronavirus	None	2017	1294
694009	Coronaviridae	Betacoronavirus	Severe acute respiratory syndrome-related coronavirus	None	2018	1294
694009	Coronaviridae	Betacoronavirus	Severe acute respiratory syndrome-related coronavirus	None	2019	1294
694009	Coronaviridae	Betacoronavirus	Severe acute respiratory syndrome-related coronavirus	None	2020	485840
694009	Coronaviridae	Betacoronavirus	Severe acute respiratory syndrome-related coronavirus	None	2021	3025602
694009	Coronaviridae	Betacoronavirus	Severe acute respiratory syndrome-related coronavirus	None	2022	6012395
